has_link,words_count_cat,Email Text Raw,imperative_verbs_count,clause_density,pronoun_density,urgency_markers_count,domain_dot_high,has_suspicious_tags
0,bajo,schedule crawler : hourahead failure start date : 1 / 3 / 02 ; hourahead hour : 22 ; hourahead schedule download failed . manual intervention required .,1,0.0,0.0,0,0,0
0,medio,"re : research group thanks vince , i will get on it right away ! / 28 / 2000 11 : 35 am - - - - - - - - - - - - - - - - - - - - - - - - - - - vince j kaminski 02 / 28 / 2000 11 : 05 am to : kevin g moore / hou / ect @ ect cc : shirley crenshaw / hou / ect @ ect , vince j kaminski / hou / ect @ ect subject : re : research group kevin , i think it ' s very important . it is important that our work area looks neat . vince kevin g moore 02 / 28 / 2000 11 : 01 am to : shirley crenshaw / hou / ect @ ect , vince j kaminski / hou / ect @ ect , mike a roberts / hou / ect @ ect cc : subject : research group hello vince , vince , before i get with delores on the matter of the department i wanted to ask you how important it that we get the walls repaired ? is the research department satisfactory or is there anything else that i can do ? thanks kevin moore",0,0.3055555555555555,0.05069124423963134,0,0,0
1,medio,"none hello , this is a one time mailing . we are looking for people who might be interested in working p / t from home . this position involves working 10 - 15 hours per week . you can expect to make $ 15 - $ 25 per hour worked . to see a job description , you may go to have a great day ! - - - - this sf . net email is sponsored by : jabber - the world ' s fastest growing real - time communications platform ! don ' t just im . build it in ! http : / / www . jabber . com / osdn / xim spamassassin - sightings mailing list",0,0.04861111111111111,0.03278688524590164,0,0,0
0,medio,"fw : abb gtl 1 n turbines message from rob milnthorp : attached please find information for your reference with respect to our telephone conference scheduled for today at 2 : 00 pm calgary time , 3 : 00 pm houston time . regards , rob - - - - - original message - - - - - from : savidant , michael sent : monday , june 25 , 2001 12 : 04 pm to : milnthorp , rob cc : le dain , eric ; kitagawa , kyle ; croasdale , duncan subject : ( forwarded on behalf of duncan croasdale due to computer mishaps - if there are issues with this message please let duncan know ) rob , for our teleconference with louise kitchen this afternoon . we have updated the summary of the 11 n sale effort document which is attached below , it details the hot list of 8 potential buyers in the west and brazil . the document below is a historical list of 90 potential buyers that we have offered the equipment to . the "" turbine sale summary ver 2 . doc "" is the standard document that we have been emailing potential buyers at the initial expression of interest . duncan croasdale enron canada corp . suite 3500 , canterra tower 400 - 3 rd ave sw calgary , alberta t 2 p 4 h 2 tel . 403 . 974 . 6718 fax . 403 . 974 . 6991 cel . 403 . 819 . 5851",1,0.04498269896193771,0.01556420233463035,0,0,0
0,bajo,"infinity support hi louise , there are currently no it people slated for netco who know anything about infinity . if we are going to use infinity ( even as a short - term solution ) we may have to add some resources . what are your thoughts about this ? - - jay",0,0.1875,0.05555555555555555,0,0,0
1,bajo,">I currently have spam being filtered for about 50 users via spamd.
>Works perfectly!  However, is there anyone out there providing reports
>to their users about what was filetered?  Maybe just something like
>date/time, From, and subject?Yup! You can check: http://www.cs.ait.ac.th/laboratory/email/quarantine.shtmlThough it uses procmail!Olivier
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk
",0,0.25,0.02586206896551724,0,1,0
0,bajo,"invitation to dinner music can be started by clicking on the sound icon . to stop music , right click and end show : ) heather",2,0.25,0.0,0,0,0
0,medio,"re : 5 . 1254 typological classification for what it is worth , i disagree with martin haspelmath ( and agree with fritz newmeyer ) about the problem of defining the concepts with which typological work operates . but we need to make sure that this does not become a political thing : i do n't see any difference on this point between the work of typologists / functionalists as compared to that of formalists . everybody who tries to compare two or more languages has these problems . for ex . , in reference to the basic word order question , i noticed a long time ago that some languages which were claimed to have ovs as basic actually rarely had both o and s at the same time in the same sentence , so i argued that maybe the term "" basic "" should not be applied there in the way in which it applies to english svo patterns . there are many many examples where we compare incomparables and do not compare comparables because our concepts are vague and our terminologies are ambiguous . i have , for example , published some papers documenting the confusions surrounding the term ' topic ' in the typological literature . there seems to be a lot of confusion likewise about the concepts of ' ergative ' and ' passive ' . and it seems to me that typological categories such as ' configurational ' ( or non ) , ' pro-drop ' ( or non ) , and so on , are just as poorly defined and just as liable to lead to all kinds of confusion .",0,0.25,0.03597122302158273,0,0,0
0,bajo,"$7.95 Power HostingLimited Time Offer:  Sign up and getFREE DOMAINand Free setupÂ 150 MB Hosting25 Pop E-MailsSecure ServerUnlimited TransferContent PromoYour-Name.comYour own cgi-bin 24/7 FTP AccessDetailed Statistics Plus much more!
Our Equipment: 
Â  Â ",0,0.75,0.0,0,0,0
0,bajo,"hpl nom for april 11 , 2001 ( see attached file : hplno 411 . xls ) - hplno 411 . xls",0,0.1111111111111111,0.0,0,0,0
0,bajo,"rotation of leandro "" roy "" ibasco hello celeste : plans are in the works to rotate roy ibasco from the research group into henry arora ' s group . vanessa carranza is handling the churn request . i am not sure of the rotation date , but we need his desk by the 15 th for gwyn koepke . you probably already know all of this , but just in case . shirley 3 - 5290",0,0.27999999999999997,0.03896103896103896,0,0,0
1,largo,"israeli theoretical linguistics assoc 15th annual meeting : 1st cfp the 15th annual meeting - - - israeli association for theoretical linguistics iatl 15 june 16-17 1999 haifa university , haifa invited speakers : mark aronoff ( suny , stony brook ) ( second speaker to be announced ) iatl 15 , the 15th annual meeting of the israeli association for theoretical linguistics , will be held in haifa university , haifa on june 16-17 , 1999 . submissions are invited for papers presenting high quality , previously unpublished research in all areas of theoretical linguistics . iatl publishes a working papers-style proceedings in which all accepted and alternate papers appear . please send 7 copies of an anonymous abstract ( maximum length 2 pages ) accompanied by a card with author 's name , affiliation , e / snail-mail , and title of paper to : iatl 15 , linguistics programme , department of english , the hebrew university , jerusalem 91905 israel . deadline : feb 8 , 1999 . electronic submission ( . ps format only ) is possible . not more than one single-authored abstract per person , plus one co-authored abstract . important dates : febuary 8 , 1999 : abstract submission deadline march 25 , 1999 : notification to authors of acceptance june 16-17 , 1999 : iatl conference further information from : msjihad @ mscc . huji . ac . il iatl 15 will be held adjacently to pragma 99 and to bifsai 6 . pragma 99 , to be held during june 13-15 , 1999 at tel aviv university and the hebrew university of jerusalem is an interdisciplinary international conference on pragmatics and negotiation bringing together pragmaticists , linguists , philosophers , anthropologists , sociologists and political scientists . among the plenary speakers : elinor ochs ( ucla ) , itamar rabinovitch ( tel aviv university ) , emanual schegloff ( ucla ) , thomas schelling ( university of maryland ) , deborah schiffrin ( georgetown university ) , deborah tannen ( georgetown university ) , ruth wodak ( university of vienna ) . for further information contact : pragma99 @ post . tau . ac . il bifsai 6 is the sixth biennial symposium on the foundations of artificial intelligence , to be held on june 23-25 , 1999 in ramat gan , israel . the symposium is international in scope , with invited lectures by leading researchers and contributed papers on foundations of ai . the invited speakers for bisfai-99 include stan rosenschein of stanford university and leo joskowicz of hebrew university . you may contact bisfai @ cs . ciu . ac . il for further information , or visit the bisfai-99 website at http : / / www . cs . biu . ac . il : 8080 / ~ bisfai . this site is mirrored in the united states at http : / / www-formal . stanford . edu / leora / bisfai",0,0.0437044745057232,0.0020161290322580645,2,0,0
0,bajo,start date : 1 / 2 / 02 ; hourahead hour : 14 ; start date : 1 / 2 / 02 ; hourahead hour : 14 ; no ancillary schedules awarded . no variances detected . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002010214 . txt,0,0.1875,0.0,0,0,0
0,medio,"fw : mexico fyi . - - - - - original message - - - - - from : lavorato , john sent : thursday , june 07 , 2001 11 : 37 am to : oxley , david subject : re : mexico wait until louise gets back . these should not be big . ie 50 and 125 at most . i ' m not even sure that irvine is the right guy in the end . - - - - - original message - - - - - from : oxley , david sent : wednesday , may 30 , 2001 6 : 41 pm to : lavorato , john cc : slone , jeanie ; mayes , fran l . subject : mexico seems to me a sensible move quickly on steve irvine and jaime williams to get contracts in place following yzaguirre ' s departure . i believe jaime ' s contract has just expired and irvine we drafted back in april as part of the blitz approach but never got past the "" do yzaguirre first "" obstacle . what do you think ? you want to talk with them or should we go direct to them ? david",0,0.0743801652892562,0.02926829268292683,0,0,0
1,medio,"when it comes to porn , this site does n't mess around . they dish out more than a mouthful , quick and easy . dive into more than 700 + xxx - rated strip shows and video feeds plus thousands of pics including teens , orgies , asians , amateurs , exclusive photo shoots , and more . try our ' cyberfolds ' section where you can massage the girl live on screen or watch a hidden peep cam ! if you want to just try it out , to see if it 's worth it , you can signup for an entire week for just $ 3 . 95 . use the link below http : / / 209 . 125 . 202 . 39 / a001 / index . html over 18 ' s only may access this site",0,0.10743801652892562,0.056338028169014086,0,0,0
1,largo,"sociolinguistics michael g . smith language and power in the creation of the ussr 1917 - - 1953 1998 . 23 x 15 , 5 cm . vii , 294 pages cloth dm 178 , - / approx . us $ 111 . 00 isbn 3-11 - 016197 - 4 contributions to the sociology of language 80 mouton de gruyter * berlin * new york this is the first comprehensive history of language planning in the ussr , covering the formative period under lenin and stalin . based on party and state archival materials only recently made available , it explores the tension between linguistic russification and nativization of the soviet experience . the author argues that from the moment of its greatest victory in the russian revolution to the difficult days of reconstruction after world war ii , the government was locked into a hegemonic imperative which required a measure of dependence upon the rural russians and peripheral non - russian peoples as much as domination over them . language issues help to understand how the soviet state structure was a machine of centrifugal , as well as centripetal , force . to prove this point , the author examines such unprecedented initiatives as the simplification of the russian spelling system ; the ` latinization ' of the arabic alphabets of the muslim peoples ; and the reform of school grammars and teaching curriculums . he also offers new interpretations about the various linguistic trends which informed these projects , from g . g . shpet 's remarkable ` structural ' phenomenology , to n . ia marr 's ` marxist ' school of linguistics , to stalin 's infamous linguistic essay of 1950 . he reveals how the communist party micro-managed language reform in muslim central asia , and how it dealt with decades of failure rates on the countrywide russian language examinations . the result is an original reading of sociolinguistics and soviet history , weaving together the scientific contributions of linguists , the political imperatives of the party-state , and the everyday responses of various social and ethnic groups . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ mouton de gruyter walter de gruyter , inc . postfach 30 34 21 200 saw mill river road d-10728 berlin hawthorne , ny 10532 germany usa fax : + 49 ( 0 ) 30 26005-351 fax : + 1 914 747-1326 email : mouton @ degruyter . de publications by de gruyter can also be ordered via world wide web : http : / / www . degruyter . com",0,0.07029478458049887,0.00808080808080808,0,0,0
1,medio,"I recently installed Razor v2.14 and started using it.  I am finding it
necessary to whitelist a _lot_ of mailing lists.  Some, such as yahoogroups,
I can't whitelist because the from: address is the person making the post,
so I will have to whitelist on another field when I can modify my code to do
so.  I wonder if someone is not being careful about their submissions, or if
these are bad mailing lists that don't drop bad mail addresses that become
trollboxes in time.Any employee who has left my company more than three years ago is eligible
to become a trollbox.  I figure after three years of bounced mail, the list
should have figured out they aren't here any more.Fox-------------------------------------------------------
This sf.net email is sponsored by: OSDN - Tired of that same old
cell phone?  Get a new here for FREE!
https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",0,0.2857142857142857,0.04926108374384237,0,0,0
0,bajo,"justt try lt hello , welcome to pharmon emphases line sh pudenda op - one of the leading oniine traction pharmaceutical shops hydrargyrum v disciplinary g underdid al fulvous ll l polder a bugler rac cuboid l polished is rectorial va intrigue um andmanyother . - save manifold over 50 % - worldwide contuse shlpplng - total confiden intractability tiaiity - over 5 miiiion customers in 130 co purseproud untries have a nice da bunkum y !",0,0.75,0.0,0,0,0
0,medio,"full - time offer terms cantekin , dolores muzzy forwarded your e - mail . i apologize for not answering sooner but i have been travelling . unfortunately , the terms of the associate program compensation package are not negotiable . we have reviewed our terms and believe we are competitive with our peers . i have spoken with vince kaminski who will be calling you to discuss . given that it has taken 6 days to respond to you , if you are still considering enron ' s offer of employment i will extend your deadline until october 24 th . please call if you have any other questions . sincerely , charlene jackson",0,0.09375,0.09565217391304348,1,0,0
0,bajo,"hpsg slash could someone please clarify and exemplify the function ( and definition ) of the slash ( "" / "" ) in hpsg ( head driven grammar ) . many thnaks . michal ephratt ( rhlh702 @ haifauvm )",0,0.2222222222222222,0.0,0,0,0
0,largo,"chairman ' s award - supervisor announcement hello to each of you . i would like to let you know that i will be facilitating the 2000 chairman ' s award program , a vision & values initiative designed to recognize those employees who daily embody enron ' s values of respect , integrity , communication and excellence . this is an annual , employee - driven award which encourages employees to nominate their everyday heroes . a critical component of the award process , and one in which ken lay has given his full support , is the employee selection committee . this year ' s selection committee is made up of a diverse representation from our workforce both in the us and around the world . these individuals were chosen as last year ' s chairman ' s roundtable and have been invited to be part of this year ' s employee selection committee . their infallible enthusiasm for enron ' s vision & values will support the seamless transition from recognized winners to award decision - makers which is necessary to sustain the spirit of the award . you are being notified because one of your employees is on this important committee . the time commitment will be primarily during the first two weeks of october when we will meet either in person or via video / phone conferencing to review the nominations and select the winners . i hope you will congratulate and support them as this is a special honor to be asked to serve on the employee selection committee . if you have any questions at any time , please feel free to contact me via email or phone . warm regards , charla reese 713 . 853 . 5202 members of the 2000 employee selection committee : billi aherns - omaha , ne bobbye brown - portland , or karen campos - houston , tx jaiprakash desai - mumbai , india gary douthwaite - teeside , england donna johnson - portland , or janis hansen - portland , or gene lauritsen - beatrice , ne doug mcneilly - houston , tx kevin moore - houston , tx mason morris - jenkintown , pa craig sutter - houston , tx sue tihista - mandan , nd",0,0.16326530612244897,0.02356020942408377,0,0,0
0,medio,"conference listing , university of queensland , queensland , australia the national language and literacy institute of australia ltd language and technology centre ( lattice ) centre for language teaching and research ( cltr ) the university of queensland , queensland , australia december conference schedule : linguistics and related topics this conference schedule , listing over 150 conferences world-wide , is now available at the gopher site outlined below . at the command line , type gopher gopher . cltr . uq . oz . au go to the following directories : ftp archive the publically accessible archives nllia conferences if there are problems , please contact peter white peterw @ lingua . cltr . uq . oz . au",0,0.12,0.0,0,0,0
0,medio,"re : gas master jeff please delete from the definition of event of default causes ( ii ) and ( x ) as these are dealt with in the collateral annex which has its own events of default section . thanks . carol st . clair eb 4539 713 - 853 - 3989 ( phone ) 713 - 646 - 3393 ( fax ) 281 - 382 - 1943 ( cell phone ) 8774545506 ( pager ) 281 - 890 - 8862 ( home fax ) carol . st . clair @ enron . com - - - - - original message - - - - - from : hodge , jeffrey t . sent : monday , february 4 , 2002 2 : 17 pm to : bradford , william s . ; calger , christopher f . ; cook , mary ; davis , angela ; haedicke , mark e . ; keohane , peter ; kitchen , louise ; nemec , gerald ; sager , elizabeth ; st . clair , carol ; taylor , mark e ( legal ) ; vickers , frank ; ' bryan . murtagh @ usbw . com ' subject : gas master all : attached you will find a clean and marked version of the master firm gas purchase / sale agreement . your thoughts would be appreciated as this is somewhat of a departure from the previous approach . i will continue to review as this was thown together fairly quickly and i have not had the opportunity to carefully put all the pieces together . jeff > >",0,0.02422145328719723,0.011152416356877323,0,0,0
0,medio,"orillion and ebs visit * * * * * confirmation of meeting with orillion * * * * * gentlemen : i have spoken with jerry sellers of orillion and he will be visiting with ebs on tuesday , april 25 , 2000 for about half a day . orillion is scheduled to be at ebs from 1 : 00 - 4 : 00 p . m . in conference room 45 cl . the following individuals will participate on behalf of orillion . they are as follows : jerry sellers , chairman terry lindsey , president professor ken dick , technical advisory board at university of nebraska orillion would like to propose the following discussion topics : 1 . introduce orillion to ebs 2 . engage in technical discussions 3 . discussions on how orillion can help ebs participants from ebs : arshak sarkissian for scott yeager vince kaminski john griebling james reece david reece everette plante diane hetzel dorn hetzel ravi thuraisingham",0,0.1851851851851852,0.018292682926829267,0,0,0
0,largo,"fw : mark boland - cv vince : tony vasut , another recruiter , is bringing mark boland in for a series of interviews on 3 / 20 and 3 / 21 , and asked if there was any chance that you or someone in your group would be able to interview him . his resume is attached , and i will also send you a list of his deals under separate cover . shirley has told me that you will be in and out for the next several weeks , so if you are unavailable would you please suggest someone else in your group who might be able to interview mark ? thanks , as always , molly - - - - - original message - - - - - from : vasut , tony sent : tuesday , march 13 , 2001 9 : 59 am to : magee , molly subject : fw : mark boland - cv molly : here is mark ' s resume as discussed . please let me know if anyone in research ( preferably vince ) is available to meet w / him on either 3 / 20 or 3 / 21 . thanks , tony - - - - - original message - - - - - from : port , david sent : monday , march 12 , 2001 10 : 46 am to : vasut , tony subject : fw : mark boland - cv - - - - - original message - - - - - from : mark . boland @ seb . se @ enron sent : monday , march 12 , 2001 8 : 10 am to : port , david subject : mark boland - cv > to summarize my situation : i ' m in charge of structuring equity linked , ir , > fx , commodity and other > linked bonds and investments for one of northern europe s leading banks . > i ' m 34 years old and married to lisa who is swedish . i have over 7 years > in the structured derivatives business in capital > markets , with a solid wall street foundation at bankers trust and overseas > at a more senior level > of sales , structuring and managing deals from conception to completion . > > > > > thanks and regards , > mark > > mark m . boland > seb merchant banking > 10640 stockholm , sweden > > telephone + 46 8 5062 3224 > cell + 46 70 772 3224 > > this e - mail is from seb , skandinaviska enskilda banken . it may contain > privileged and confidential information and is intended for the named > recipient ( s ) only . if you are not an intended recipient , please notify us > immediately by reply e - mail , delete this e - mail from your system and > destroy any copy hereof . > - boland . doc",0,0.14453125,0.021739130434782608,1,0,0
0,medio,"today ' s commission meeting in our negotiated rate proceeding , the commission issued a section 5 "" show cause "" order . specifically , tw must , within 10 days of the order , show cause why its actions in offering the negotiated rate contracts ( reliant , richardson , bp , sempra , astra ) was not in contravention of commission policy . tw must explain the availability of firm capacity on tw ' s system , and how it has the firm capacity to move gas under the transactions under investigation , yet provide recourse service without interruption . drew , maria and i will work with outside counsel to file the necessary pleading . i ' ll get a copy of the order to each of you . in other news , in cpuc v . el paso , the commission issued an order discussing cpuc ' s complaint that el paso merchant intentionally acquired more capacity than needed to manipulate price spreads . the order dismisses denies summary judgment and dismisses the complaint . ferc stated that el paso merchant has not violated any standards of conduct . with respect to the issue of market power , the current record is not considered to be complete . however , ferc will schedule a hearing to complete and review the record .",0,0.11570247933884298,0.017699115044247787,0,0,0
0,medio,"re : rabi de anything we can do ? - - - - - - - - - - - - - - - - - - - - - - forwarded by grant masson / hou / ect on 09 / 15 / 2000 08 : 34 am - - - - - - - - - - - - - - - - - - - - - - - - - - - enron north america corp . from : toni graham @ enron 09 / 14 / 2000 07 : 36 pm to : grant masson / hou / ect @ ect cc : norma villarreal / hou / ect @ ect subject : re : rabi de grant , i did talk with tanya this evening however since i ' m on vacation friday i wanted to outline here what rabi has discussed with me . 1 ) title . . . . . he is currently at a vp level and we are offering him manager 2 ) sign on bonus . . . . . . . . . . . the 15 k is not coving the lost bonus he will receive at he current co ( $ 25 k ) 3 ) salary . . . . . . . . . . . he will receive a "" risk premium "" of approx 10 % befor tax . he is not able to quantify this for us and i was not able to get a number out of him as to what he is looking for . he is very enthusiastic and wants to work for enron but wanted to see if we could do anything to enhance our offer in these areas . toni from : grant masson @ ect 09 / 14 / 2000 08 : 58 am to : toni graham / corp / enron @ enron cc : subject : re : rabi de toni : i am talking to vince today . please call me if there are any further developments i should know about . regards , grant .",0,0.010802469135802469,0.04507042253521127,0,0,0
